date,state_name,total precipitation
2005-09-09,ILLINOIS,1.3199487
2005-09-10,ILLINOIS,0.0022482967
2005-09-11,ILLINOIS,0.0012928946
2005-09-12,ILLINOIS,0.00088234834
2005-09-13,ILLINOIS,0.28140724
2005-09-14,ILLINOIS,18.123554
2005-09-15,ILLINOIS,9.732326
2005-09-16,ILLINOIS,5.997355
2005-09-17,ILLINOIS,0.0045905076
2005-09-18,ILLINOIS,0.1317361
2005-09-19,ILLINOIS,11.142158
2005-09-20,ILLINOIS,9.670593
2005-09-21,ILLINOIS,0.013412102
2005-09-22,ILLINOIS,0.39931035
2005-09-23,ILLINOIS,5.445485
2005-09-24,ILLINOIS,1.4564058
2005-09-25,ILLINOIS,16.74059
2005-09-26,ILLINOIS,1.676721
2005-09-27,ILLINOIS,0.004838693
2005-09-28,ILLINOIS,8.126742
2005-09-29,ILLINOIS,3.9522336
2005-09-30,ILLINOIS,0.0025744939
2005-10-01,ILLINOIS,0.0
2005-10-02,ILLINOIS,0.6015022
2005-10-03,ILLINOIS,0.1609102
2005-10-04,ILLINOIS,0.2981898
2005-10-05,ILLINOIS,0.023786042
2005-10-06,ILLINOIS,0.32114065
2005-10-07,ILLINOIS,0.03589589
2005-10-08,ILLINOIS,0.016641568
2005-10-09,ILLINOIS,0.012921265
2005-10-10,ILLINOIS,0.04110052
2005-10-11,ILLINOIS,0.13288285
2005-10-12,ILLINOIS,0.22369598
2005-10-13,ILLINOIS,0.32936183
2005-10-14,ILLINOIS,0.008416322
2005-10-15,ILLINOIS,0.001725727
2005-10-16,ILLINOIS,0.00085532654
2005-10-17,ILLINOIS,0.8173398
2005-10-18,ILLINOIS,0.0
2005-10-19,ILLINOIS,0.0025883736
2005-10-20,ILLINOIS,10.908003
2005-10-21,ILLINOIS,5.102038
2005-10-22,ILLINOIS,0.3830405
2005-10-23,ILLINOIS,2.0723774
2005-10-24,ILLINOIS,0.65805256
2005-10-25,ILLINOIS,0.097696684
2005-10-26,ILLINOIS,0.023467219
2005-10-27,ILLINOIS,0.030130988
2005-10-28,ILLINOIS,0.0010729574
2005-10-29,ILLINOIS,0.0008561626
2005-10-30,ILLINOIS,0.26280427
2005-10-31,ILLINOIS,7.684799
2005-11-01,ILLINOIS,5.297396
2005-11-02,ILLINOIS,0.003814978
2005-11-03,ILLINOIS,0.0012814999
2005-11-04,ILLINOIS,0.08747671
2005-11-05,ILLINOIS,1.5233048
2005-11-06,ILLINOIS,9.864398
2005-11-07,ILLINOIS,0.005552627
2005-11-08,ILLINOIS,0.31631738
2005-11-09,ILLINOIS,0.46839532
2005-11-10,ILLINOIS,0.0012814996
2005-11-11,ILLINOIS,0.0
2005-11-12,ILLINOIS,1.1005834
2005-11-13,ILLINOIS,1.5167934
2005-11-14,ILLINOIS,5.9923215
2005-11-15,ILLINOIS,18.985126
2005-11-16,ILLINOIS,0.82467747
2005-11-17,ILLINOIS,0.0058966544
2005-11-18,ILLINOIS,0.030999174
2005-11-19,ILLINOIS,0.0017281008
2005-11-20,ILLINOIS,0.009848448
2005-11-21,ILLINOIS,0.026620926
2005-11-22,ILLINOIS,0.008803355
2005-11-23,ILLINOIS,0.44384623
2005-11-24,ILLINOIS,0.011242189
2005-11-25,ILLINOIS,0.08793783
2005-11-26,ILLINOIS,0.013178859
2005-11-27,ILLINOIS,9.338397
2005-11-28,ILLINOIS,22.489914
2005-11-29,ILLINOIS,0.21768379
2005-11-30,ILLINOIS,0.050283987
2005-12-01,ILLINOIS,2.764782
2005-12-02,ILLINOIS,0.008719829
2005-12-03,ILLINOIS,1.83402
2005-12-04,ILLINOIS,1.9101323
2005-12-05,ILLINOIS,0.015124983
2005-12-06,ILLINOIS,0.30585468
2005-12-07,ILLINOIS,0.00424702
2005-12-08,ILLINOIS,6.08613
2005-12-09,ILLINOIS,1.318423
2005-12-10,ILLINOIS,0.711972
2005-12-11,ILLINOIS,1.2227813
2005-12-12,ILLINOIS,1.0989584
2005-12-13,ILLINOIS,0.045629285
2005-12-14,ILLINOIS,6.9897394
2005-12-15,ILLINOIS,0.7763837
2005-12-16,ILLINOIS,0.3169128
2005-12-17,ILLINOIS,0.0060321805
2005-12-18,ILLINOIS,0.35652205
2005-12-19,ILLINOIS,0.009177492
2005-12-20,ILLINOIS,0.00044461255
2005-12-21,ILLINOIS,0.0009698569
2005-12-22,ILLINOIS,0.0034824607
2005-12-23,ILLINOIS,0.08364533
2005-12-24,ILLINOIS,2.1776786
2005-12-25,ILLINOIS,4.3442903
2005-12-26,ILLINOIS,0.13053375
2005-12-27,ILLINOIS,0.0017424806
2005-12-28,ILLINOIS,3.3015869
2005-12-29,ILLINOIS,0.30927193
2005-12-30,ILLINOIS,3.9466372
2005-12-31,ILLINOIS,0.8382665
2006-01-01,ILLINOIS,0.27071393
2006-01-02,ILLINOIS,9.539698
2006-01-03,ILLINOIS,0.4145047
2006-01-04,ILLINOIS,0.15054712
2006-01-05,ILLINOIS,0.08167644
2006-01-06,ILLINOIS,0.1194496
2006-01-07,ILLINOIS,0.12436917
2006-01-08,ILLINOIS,0.0034845402
2006-01-09,ILLINOIS,0.028222917
2006-01-10,ILLINOIS,5.9121795
2006-01-11,ILLINOIS,3.5345647
2006-01-12,ILLINOIS,0.0012874601
2006-01-13,ILLINOIS,10.378249
2006-01-14,ILLINOIS,0.38041186
2006-01-15,ILLINOIS,0.0067521064
2006-01-16,ILLINOIS,0.012972689
2006-01-17,ILLINOIS,3.8117788
2006-01-18,ILLINOIS,0.23731649
2006-01-19,ILLINOIS,0.004320316
2006-01-20,ILLINOIS,4.335226
2006-01-21,ILLINOIS,9.33775
2006-01-22,ILLINOIS,0.8060116
2006-01-23,ILLINOIS,0.5996773
2006-01-24,ILLINOIS,0.12851124
2006-01-25,ILLINOIS,0.013121038
2006-01-26,ILLINOIS,0.0
2006-01-27,ILLINOIS,0.00085830677
2006-01-28,ILLINOIS,7.4148445
2006-01-29,ILLINOIS,19.947527
2006-01-30,ILLINOIS,0.4208305
2006-01-31,ILLINOIS,0.02116644
2006-02-01,ILLINOIS,0.06975861
2006-02-02,ILLINOIS,4.031635
2006-02-03,ILLINOIS,2.5389853
2006-02-04,ILLINOIS,0.12144994
2006-02-05,ILLINOIS,0.023477225
2006-02-06,ILLINOIS,0.0008527546
2006-02-07,ILLINOIS,0.0010774174
2006-02-08,ILLINOIS,1.1474056
2006-02-09,ILLINOIS,0.0063156495
2006-02-10,ILLINOIS,0.38783595
2006-02-11,ILLINOIS,1.2577025
2006-02-12,ILLINOIS,0.3215775
2006-02-13,ILLINOIS,0.005975484
2006-02-14,ILLINOIS,0.0
2006-02-15,ILLINOIS,0.3178678
2006-02-16,ILLINOIS,15.457662
2006-02-17,ILLINOIS,2.944823
2006-02-18,ILLINOIS,0.5502116
2006-02-19,ILLINOIS,0.03622599
2006-02-20,ILLINOIS,0.01621533
2006-02-21,ILLINOIS,0.0101695405
2006-02-22,ILLINOIS,0.03343274
2006-02-23,ILLINOIS,0.053785745
2006-02-24,ILLINOIS,0.050293095
2006-02-25,ILLINOIS,0.07783858
2006-02-26,ILLINOIS,0.0005058094
2006-02-27,ILLINOIS,0.011879002
2006-02-28,ILLINOIS,0.0012773804
2006-03-01,ILLINOIS,0.064003825
2006-03-02,ILLINOIS,0.36524105
2006-03-03,ILLINOIS,0.008629827
2006-03-04,ILLINOIS,0.019902892
2006-03-05,ILLINOIS,5.590464
2006-03-06,ILLINOIS,0.62591714
2006-03-07,ILLINOIS,0.14916262
2006-03-08,ILLINOIS,7.0486236
2006-03-09,ILLINOIS,23.561995
2006-03-10,ILLINOIS,7.3893557
2006-03-11,ILLINOIS,6.546189
2006-03-12,ILLINOIS,12.88237
2006-03-13,ILLINOIS,17.22814
2006-03-14,ILLINOIS,0.0058505293
2006-03-15,ILLINOIS,0.0089573
2006-03-16,ILLINOIS,1.9233986
2006-03-17,ILLINOIS,0.34609598
2006-03-18,ILLINOIS,0.00085702207
2006-03-19,ILLINOIS,0.0017238369
2006-03-20,ILLINOIS,1.283125
2006-03-21,ILLINOIS,11.501762
2006-03-22,ILLINOIS,0.0039113015
2006-03-23,ILLINOIS,0.34931108
2006-03-24,ILLINOIS,1.9123249
2006-03-25,ILLINOIS,0.47498423
2006-03-26,ILLINOIS,0.07076778
2006-03-27,ILLINOIS,4.726696
2006-03-28,ILLINOIS,3.5253844
2006-03-29,ILLINOIS,0.13346842
2006-03-30,ILLINOIS,0.5073615
2006-03-31,ILLINOIS,5.12627
2006-04-01,ILLINOIS,0.023379885
2006-04-02,ILLINOIS,13.822417
2006-04-03,ILLINOIS,6.0512586
2006-04-04,ILLINOIS,0.0012815592
2006-04-05,ILLINOIS,0.008101684
2006-04-06,ILLINOIS,14.997579
2006-04-07,ILLINOIS,3.4299982
2006-04-08,ILLINOIS,0.4198326
2006-04-09,ILLINOIS,0.0008523463
2006-04-10,ILLINOIS,0.0008523463
2006-04-11,ILLINOIS,0.020997524
2006-04-12,ILLINOIS,0.932117
2006-04-13,ILLINOIS,0.010928663
2006-04-14,ILLINOIS,5.621541
2006-04-15,ILLINOIS,1.7300134
2006-04-16,ILLINOIS,16.633833
2006-04-17,ILLINOIS,3.6531293
2006-04-18,ILLINOIS,0.013476205
2006-04-19,ILLINOIS,7.992802
2006-04-20,ILLINOIS,1.2532208
2006-04-21,ILLINOIS,0.2029456
2006-04-22,ILLINOIS,0.22747742
2006-04-23,ILLINOIS,0.21875428
2006-04-24,ILLINOIS,0.48254246
2006-04-25,ILLINOIS,6.606002
2006-04-26,ILLINOIS,0.23496944
2006-04-27,ILLINOIS,0.0029857813
2006-04-28,ILLINOIS,0.0048534917
2006-04-29,ILLINOIS,8.807173
2006-04-30,ILLINOIS,19.402159
2006-05-01,ILLINOIS,5.171798
2006-05-02,ILLINOIS,6.049597
2006-05-03,ILLINOIS,0.52105325
2006-05-04,ILLINOIS,2.1946955
2006-05-05,ILLINOIS,0.070803426
2006-05-06,ILLINOIS,0.007534803
2006-05-07,ILLINOIS,0.27117226
2006-05-08,ILLINOIS,0.061796274
2006-05-09,ILLINOIS,3.3646398
2006-05-10,ILLINOIS,7.927898
2006-05-11,ILLINOIS,8.64668
2006-05-12,ILLINOIS,3.750115
2006-05-13,ILLINOIS,2.4195292
2006-05-14,ILLINOIS,3.060857
2006-05-15,ILLINOIS,6.02023
2006-05-16,ILLINOIS,2.7182543
2006-05-17,ILLINOIS,2.5318086
2006-05-18,ILLINOIS,1.2829783
2006-05-19,ILLINOIS,0.5871828
2006-05-20,ILLINOIS,0.13169627
2006-05-21,ILLINOIS,0.15587614
2006-05-22,ILLINOIS,0.50755906
2006-05-23,ILLINOIS,0.0034407866
2006-05-24,ILLINOIS,7.995343
2006-05-25,ILLINOIS,5.4070725
2006-05-26,ILLINOIS,0.28923652
2006-05-27,ILLINOIS,0.2667583
2006-05-28,ILLINOIS,0.04751163
2006-05-29,ILLINOIS,1.7014327
2006-05-30,ILLINOIS,3.997016
2006-05-31,ILLINOIS,4.371378
2006-06-01,ILLINOIS,12.749281
2006-06-02,ILLINOIS,5.531315
2006-06-03,ILLINOIS,0.27394885
2006-06-04,ILLINOIS,0.20492001
2006-06-05,ILLINOIS,0.0008523463
2006-06-06,ILLINOIS,0.97797114
2006-06-07,ILLINOIS,3.0401628
2006-06-08,ILLINOIS,0.0028934425
2006-06-09,ILLINOIS,0.35168335
2006-06-10,ILLINOIS,10.370049
2006-06-11,ILLINOIS,16.798267
2006-06-12,ILLINOIS,0.07246916
2006-06-13,ILLINOIS,0.0
2006-06-14,ILLINOIS,0.23043369
2006-06-15,ILLINOIS,0.018980471
2006-06-16,ILLINOIS,0.003000917
2006-06-17,ILLINOIS,1.2368783
2006-06-18,ILLINOIS,15.607972
2006-06-19,ILLINOIS,0.67649627
2006-06-20,ILLINOIS,0.52571696
2006-06-21,ILLINOIS,0.6805465
2006-06-22,ILLINOIS,5.3449287
2006-06-23,ILLINOIS,5.4502683
2006-06-24,ILLINOIS,0.17198068
2006-06-25,ILLINOIS,2.567146
2006-06-26,ILLINOIS,12.3414345
2006-06-27,ILLINOIS,1.9881943
2006-06-28,ILLINOIS,0.103572294
2006-06-29,ILLINOIS,0.064526066
2006-06-30,ILLINOIS,0.22685741
2006-07-01,ILLINOIS,0.039392766
2006-07-02,ILLINOIS,0.2012374
2006-07-03,ILLINOIS,1.7535272
2006-07-04,ILLINOIS,3.26467
2006-07-05,ILLINOIS,1.1037432
2006-07-06,ILLINOIS,1.780428e-06
2006-07-07,ILLINOIS,0.0
2006-07-08,ILLINOIS,0.0046919086
2006-07-09,ILLINOIS,0.48440486
2006-07-10,ILLINOIS,1.0248315
2006-07-11,ILLINOIS,21.828762
2006-07-12,ILLINOIS,16.029026
2006-07-13,ILLINOIS,2.858244
2006-07-14,ILLINOIS,9.476157
2006-07-15,ILLINOIS,0.017737286
2006-07-16,ILLINOIS,0.0
2006-07-17,ILLINOIS,0.008578165
2006-07-18,ILLINOIS,1.5583339
2006-07-19,ILLINOIS,0.01278896
2006-07-20,ILLINOIS,0.87000513
2006-07-21,ILLINOIS,7.122597
2006-07-22,ILLINOIS,7.097088
2006-07-23,ILLINOIS,0.23014
2006-07-24,ILLINOIS,0.0075187357
2006-07-25,ILLINOIS,0.047774985
2006-07-26,ILLINOIS,2.9526074
2006-07-27,ILLINOIS,8.724926
2006-07-28,ILLINOIS,2.7221682
2006-07-29,ILLINOIS,0.1798913
2006-07-30,ILLINOIS,0.9383182
2006-07-31,ILLINOIS,0.098110706
2006-08-01,ILLINOIS,0.017187234
2006-08-02,ILLINOIS,0.23877
2006-08-03,ILLINOIS,10.700687
2006-08-04,ILLINOIS,0.06850774
2006-08-05,ILLINOIS,0.009945656
2006-08-06,ILLINOIS,0.034707457
2006-08-07,ILLINOIS,1.4600366
2006-08-08,ILLINOIS,5.065858
2006-08-09,ILLINOIS,4.620734
2006-08-10,ILLINOIS,7.762412
2006-08-11,ILLINOIS,8.112304
2006-08-12,ILLINOIS,0.032940183
2006-08-13,ILLINOIS,0.026383383
2006-08-14,ILLINOIS,5.6352515
2006-08-15,ILLINOIS,1.6058322
2006-08-16,ILLINOIS,0.0004902006
2006-08-17,ILLINOIS,0.177352
2006-08-18,ILLINOIS,2.2341876
2006-08-19,ILLINOIS,6.166865
2006-08-20,ILLINOIS,3.1356635
2006-08-21,ILLINOIS,0.08789707
2006-08-22,ILLINOIS,0.029131465
2006-08-23,ILLINOIS,0.0327782
2006-08-24,ILLINOIS,0.05057878
2006-08-25,ILLINOIS,0.06233022
2006-08-26,ILLINOIS,9.53613
2006-08-27,ILLINOIS,3.2393868
2006-08-28,ILLINOIS,17.381603
2006-08-29,ILLINOIS,1.0523514
2006-08-30,ILLINOIS,0.8151937
2006-08-31,ILLINOIS,0.44542894
2006-09-01,ILLINOIS,0.7272733
2006-09-02,ILLINOIS,0.019353464
2006-09-03,ILLINOIS,0.6900681
2006-09-04,ILLINOIS,4.682783
2006-09-05,ILLINOIS,3.858544
2006-09-06,ILLINOIS,0.06414383
2006-09-07,ILLINOIS,0.00470918
2006-09-08,ILLINOIS,0.006935747
2006-09-09,ILLINOIS,0.29189643
2006-09-10,ILLINOIS,2.858925
2006-09-11,ILLINOIS,11.247763
2006-09-12,ILLINOIS,15.911702
2006-09-13,ILLINOIS,3.3659024
2006-09-14,ILLINOIS,0.06858989
2006-09-15,ILLINOIS,0.043066584
2006-09-16,ILLINOIS,2.5606409e-05
2006-09-17,ILLINOIS,6.218671
2006-09-18,ILLINOIS,14.908288
2006-09-19,ILLINOIS,0.0172544
2006-09-20,ILLINOIS,0.0017268631
2006-09-21,ILLINOIS,0.098566994
2006-09-22,ILLINOIS,7.341151
2006-09-23,ILLINOIS,14.304551
2006-09-24,ILLINOIS,0.522979
2006-09-25,ILLINOIS,0.0015252914
2006-09-26,ILLINOIS,0.006678723
2006-09-27,ILLINOIS,0.408885
2006-09-28,ILLINOIS,0.60569805
2006-09-29,ILLINOIS,0.87881994
2006-09-30,ILLINOIS,0.7624716
2006-10-01,ILLINOIS,0.018266033
2006-10-02,ILLINOIS,1.3473332
2006-10-03,ILLINOIS,8.129691
2006-10-04,ILLINOIS,0.34840894
2006-10-05,ILLINOIS,0.3362565
2006-10-06,ILLINOIS,0.0
2006-10-07,ILLINOIS,0.0017106531
2006-10-08,ILLINOIS,0.0004261732
2006-10-09,ILLINOIS,0.005578215
2006-10-10,ILLINOIS,0.109408975
2006-10-11,ILLINOIS,8.727264
2006-10-12,ILLINOIS,0.1760266
2006-10-13,ILLINOIS,0.011132379
2006-10-14,ILLINOIS,0.00086345285
2006-10-15,ILLINOIS,0.16970818
2006-10-16,ILLINOIS,17.329842
2006-10-17,ILLINOIS,25.270761
2006-10-18,ILLINOIS,2.8584452
2006-10-19,ILLINOIS,4.194418
2006-10-20,ILLINOIS,0.23817094
2006-10-21,ILLINOIS,2.3268576
2006-10-22,ILLINOIS,5.02544
2006-10-23,ILLINOIS,0.14327164
2006-10-24,ILLINOIS,0.01228867
2006-10-25,ILLINOIS,0.06992113
2006-10-26,ILLINOIS,12.708346
2006-10-27,ILLINOIS,16.392881
2006-10-28,ILLINOIS,0.2682549
2006-10-29,ILLINOIS,0.0017238277
2006-10-30,ILLINOIS,0.024139024
2006-10-31,ILLINOIS,1.6292009
